JPMorgan Chase Bank,Citibank,Bank of America,Goldman Sachs Bank USA,HSBC Bank USA,Wachovia Bank,Morgan Stanley Bank,Merrill Lynch Bank USA,Keybank National Association,PNC Bank,National City Bank,The Bank of New York Mellon,Wells Fargo Bank,SunTrust Bank,The Northern Trust Company,State Street Bank and Trust Company,Deutsche Bank Trust Company Americas,Regions Bank,U.S. Bank National Association,Commerce Bank,MERCANTIL COMMERCEBANK,Associated Bank,Comerica Bank,Signature Bank,RBS Citizens,Bank of Tokyo-Mitsubishi UFJ Trust Company
74.81425393405209,62.32634702244775,82.13675795430981,9.158241321346997,7.978734137313854,31.77588678937221,5.663463454241325,4.0368719496521095,7.980942042859859,8.325209129395674,12.037819595223537,11.140726881799509,33.063587276207905,12.561118560033895,4.383787281415987,13.42113646626462,7.87138101121698,9.639544188846148,14.557774942122782,1.368146388800072,0.5380360061777829,1.5768175758412735,5.6604893607214715,0.7602894303365094,8.467539,0.695894
