JPMorgan Chase Bank,Citibank,Bank of America,Goldman Sachs Bank USA,HSBC Bank USA,Wachovia Bank,Morgan Stanley Bank,Merrill Lynch Bank USA,Keybank National Association,PNC Bank,National City Bank,The Bank of New York Mellon,Wells Fargo Bank,SunTrust Bank,The Northern Trust Company,State Street Bank and Trust Company,Deutsche Bank Trust Company Americas,Regions Bank,U.S. Bank National Association,Commerce Bank,MERCANTIL COMMERCEBANK,Associated Bank,Comerica Bank,Signature Bank,RBS Citizens,Bank of Tokyo-Mitsubishi UFJ Trust Company
19.858266976000344,0.0,31.695358595138202,0.0,0.0,7.434379095163564,12.052459500615347,4.861539140780826,0.3714383334197118,0.5364446758533319,0.20436101956513325,0.6409625965766818,0.30847449028015056,0.21639830848647584,0.003401343362697903,0.0020942453825528837,0.001444307160381275,-0.21374613481730112,9.171350468421094E-4,-0.015777297754242733,1.5165225184003426E-4,-0.0635750353820849,-0.023971970017454172,4.332921481143919E-5,-0.02928394608162094,-0.026392870993043018JPMorgan Chase Bank,Citibank,Bank of America,Goldman Sachs Bank USA,HSBC Bank USA,Wachovia Bank,Morgan Stanley Bank,Merrill Lynch Bank USA,Keybank National Association,PNC Bank,National City Bank,The Bank of New York Mellon,Wells Fargo Bank,SunTrust Bank,The Northern Trust Company,State Street Bank and Trust Company,Deutsche Bank Trust Company Americas,Regions Bank,U.S. Bank National Association,Commerce Bank,MERCANTIL COMMERCEBANK,Associated Bank,Comerica Bank,Signature Bank,RBS Citizens,Bank of Tokyo-Mitsubishi UFJ Trust Company
19.858266976000344,0.0,31.695358595138202,0.0,0.0,7.434379095163564,12.052459500615347,4.861539140780826,0.3714383334197118,0.5364446758533319,0.20436101956513325,0.6409625965766818,0.30847449028015056,0.21639830848647584,0.003401343362697903,0.0020942453825528837,0.001444307160381275,-0.21374613481730112,9.171350468421094E-4,-0.015777297754242733,1.5165225184003426E-4,-0.0635750353820849,-0.023971970017454172,4.332921481143919E-5,-0.02928394608162094,-0.026392870993043018
