JPMorgan Chase Bank,Citibank,Bank of America,Goldman Sachs Bank USA,HSBC Bank USA,Wachovia Bank,Morgan Stanley Bank,Merrill Lynch Bank USA,Keybank National Association,PNC Bank,National City Bank,The Bank of New York Mellon,Wells Fargo Bank,SunTrust Bank,The Northern Trust Company,State Street Bank and Trust Company,Deutsche Bank Trust Company Americas,Regions Bank,U.S. Bank National Association,Commerce Bank,MERCANTIL COMMERCEBANK,Associated Bank,Comerica Bank,Signature Bank,RBS Citizens,Bank of Tokyo-Mitsubishi UFJ Trust Company
-31.99567303485395,112.35401996201082,25.48115815206323,36.142902293119946,-6.563986959925302,8.367492305791359,12.188996046374022,4.916613191128716,0.3954352905598526,0.548827546457658,0.21231642434159692,0.6482357147771732,0.3148872140722435,0.22002074845258088,0.0048590619467112905,0.0029917791179326914,0.0020632959434018217,-0.21327232366345025,0.0013101929240601565,-0.01566968655431461,2.1664607405719183E-4,-0.06352861122335836,-0.023939330738925506,6.189887830205599E-5,-0.02928394608162094,-0.026392870993043025
